,sighting,报道,citizen,officer,纬度,经度,city,nation,city_interpol,has_weapon,has_hat,has_jacket,behavior
3122,2016-06-15,2016-07-04,Beth Simmons,Jorge Novak,16.0567,103.65309,Roi Et,TH,Bangkok,False,False,True,over-complimenting
3123,2018-07-25,2018-09-02,Michael Adams,Jeffery Lee,34.75856,136.13108,Ueno-ebisumachi,JP,Tokyo,False,False,True,confessing
3124,2013-04-17,2013-06-03,Mary Livingston,Stephen Graham,35.48199,137.02166,Minokamo,JP,Tokyo,True,False,True,tense
3125,2002-03-26,2002-04-05,Terry Cole,Wayne Knight,8.43333,99.96667,Nakhon Si Thammarat,TH,Bangkok,False,False,True,happy
3126,1999-10-29,1999-12-11,Mrs. Alexis Schroeder,Ronnie Anthony,-8.99167,125.21972,Maliana,TL,Dili,False,True,True,worried
3127,1986-11-10,1986-11-19,Roy Miller,Cristina Reynolds,36.24624,139.07204,Fujioka,JP,Tokyo,False,False,True,sad
3128,1991-03-31,1991-05-07,Justin Adams,Adam Irwin,45.75279,130.57211,Boli,CN,Shanghai,False,True,True,unhappy
3129,1998-10-30,1998-12-23,Matthew Coleman,James Burnett,33.78333,114.51667,Wacheng,CN,Shanghai,False,True,True,confessing
3130,1997-11-19,1997-12-27,Benjamin Lambert,Summer Mosley,14.62072,74.83554,Sirsi,IN,Kolkata,False,True,True,fleeing
3131,2017-05-23,2017-07-16,Alexander Dunn,Meghan Owens,16.06213,76.0586,Hungund,IN,Kolkata,False,False,True,fleeing
3132,2000-03-29,2000-05-02,Manuel Morgan,Edward Hernandez,36.81667,117.81667,Zhoucun,CN,Shanghai,False,True,False,scared
3133,2004-09-14,2004-10-31,Victoria Trujillo,Joshua Guzman,27.55898,68.21204,Larkana,PK,Karachi,False,False,True,oblivious
3134,2013-03-11,2013-04-25,Patricia Sims,Stephen Ferguson,12.95629,78.27539,Robertsonpet,IN,Kolkata,False,False,True,lonely
3135,1996-10-18,1996-11-07,Timothy Dominguez,Christopher Bell,4.02219,101.02083,Teluk Intan,MY,Kuala Lumpur,False,True,True,oblivious
3136,1992-11-15,1993-01-07,Bradley Smith,John Hayes,22.88783,84.13864,Jashpurnagar,IN,Kolkata,False,False,True,hostile
3137,2005-04-02,2005-04-08,Erica Evans,Anita Gray,27.85,112.9,Xiangtan,CN,Shanghai,False,True,False,hostile
3138,2002-10-12,2002-12-01,James Smith,Donald Pierce,32.50611,120.14278,Jiangyan,CN,Shanghai,True,True,True,hostile
3139,1991-11-03,1991-11-05,Ashley Garcia,Chris Campbell Jr.,35.6803,51.0193,Shahre Jadide Andisheh,IR,Tehran,False,True,True,confessing
3140,1989-07-16,1989-09-09,Jonathan Jones,Lucas Kirk,16.0438,120.4861,Manaoag,PH,Manila,False,True,True,unhappy
3141,2021-06-09,2021-06-30,Kelly Harrison,Katelyn Cook,35.82756,137.95378,Ina,JP,Tokyo,False,True,True,sad
3142,1987-05-08,1987-05-19,Julie Wright,Christopher Miller,37.19723,122.05228,Tianfu,CN,Shanghai,False,False,True,happy
3143,1985-09-30,1985-10-06,Michael Mora,Annette Barrett,36.20389,127.08472,Nonsan,KR,Seoul,False,True,True,scared
3144,1985-07-19,1985-08-12,Tiffany Garcia,Annette Barrett,-1.26424,104.09701,Simpang,ID,Jakarta,False,True,True,fleeing
3145,1994-01-10,1994-01-22,Matthew Molina,Rachel Barnes,15.72892,120.57224,Burgos,PH,Manila,False,False,True,insulting
3146,2022-04-07,2022-06-01,Julie Dunlap,Austin Williams,29.21399,78.95693,Kashipur,IN,Kolkata,False,True,True,hostile
3147,1989-04-05,1989-04-12,Mrs. Pam Valdez,Elizabeth Cook,35.82756,137.95378,Ina,JP,Tokyo,False,False,True,scared
3148,2020-07-08,2020-08-28,Nicholas Murphy,Amy Moore,35.64889,117.27583,Sishui,CN,Shanghai,True,True,True,scared
3149,2021-03-24,2021-05-10,Christopher Blankenship,Melinda Evans,35.8,137.23333,Gero,JP,Tokyo,False,False,True,scared
3150,2012-05-03,2012-06-22,Sean Howard,Amy Moore,38.45598,48.87498,Astara,AZ,Baku,False,True,True,lonely
3151,1999-01-07,1999-01-22,Angela Lozano,Angel Payne,14.0823,98.19151,Dawei,MM,Yangon,False,False,True,confessing
3152,1989-03-11,1989-03-25,Martin Bullock,Kimberly Perez,10.58806,77.24779,Udumalaippettai,IN,Kolkata,True,False,True,happy
3153,2001-10-17,2001-11-11,Randy Oliver,Christopher Miller,18.51957,73.85535,Pune,IN,Kolkata,True,True,True,unhappy
3154,2001-02-20,2001-03-20,Gail Williams,Timothy Williams,4.02219,101.02083,Teluk Intan,MY,Kuala Lumpur,False,True,True,paranoid
3155,1992-03-13,1992-05-04,Blake Riley,Mrs. Kristin Lopez MD,34.75856,136.13108,Ueno-ebisumachi,JP,Tokyo,False,True,True,scared
3156,1989-09-26,1989-10-06,Wyatt Hall,Adam Smith,38.40917,112.73333,Xinzhou,CN,Shanghai,False,True,True,unhappy
3157,2004-12-03,2004-12-18,James Mcintosh,Eric French,23.07492,88.28637,Pandua,IN,Kolkata,False,True,True,panicking
3158,1999-02-27,1999-03-03,Sean George,Donald Pierce,34.61667,135.6,Yao,JP,Tokyo,True,True,True,friendly
3159,1985-07-09,1985-07-26,Eric Murphy,Samuel Jackson,34.9,137.5,Shinshiro,JP,Tokyo,False,False,True,happy
3160,2012-09-07,2012-09-26,Jesse Miller,Tony Bell,41.77583,140.73667,Hakodate,JP,Tokyo,False,True,True,worried
3161,1993-02-18,1993-02-24,Jessica Chavez,Dr. Crystal Mccormick,23.9028,89.11943,Kushtia,BD,Dhaka,False,True,True,sad
3162,1985-12-18,1986-01-23,Lorraine Morris,Christopher Ross,16.06213,76.0586,Hungund,IN,Kolkata,True,True,True,confessing
3163,2020-10-30,2020-11-02,Laura Petersen,Martin Diaz,10.7375,122.9666,Talisay,PH,Manila,False,True,True,talkative
3164,2003-09-15,2003-11-10,Pedro Wallace,Katelyn Cook,0.51667,101.44167,Pekanbaru,ID,Jakarta,True,True,True,over-complimenting
3165,2017-01-14,2017-02-22,Christopher White,James Dawson,24.28859,116.11768,Meizhou,CN,Shanghai,True,False,True,accusatory
3166,1998-03-31,1998-04-05,Elizabeth Garner,Eddie Hall,9.3337,122.8637,Santa Catalina,PH,Manila,False,True,True,confessing
3167,2008-12-16,2009-01-09,Kevin Thompson,Sherry Aguilar,51.78771,56.36091,Saraktash,RU,Yekaterinburg,False,True,True,injured
3168,1989-11-26,1990-01-14,Martha Charles,Kenneth Barrett,15.5439,73.7553,Calangute,IN,Kolkata,True,True,True,accusatory
3169,2022-06-10,2022-06-15,Julia Nelson,Carrie Jones,22.88783,84.13864,Jashpurnagar,IN,Kolkata,False,False,True,confessing
3170,1994-07-13,1994-08-11,April Roberson,Timothy Maldonado,25.49043,85.94001,Teghra,IN,Kolkata,False,True,True,fleeing
3171,1990-10-11,1990-12-07,Ashley Kelley,Courtney Thompson,14.64056,104.64992,Kantharalak,TH,Bangkok,False,True,True,confessing
3172,2009-02-10,2009-03-10,Todd Robinson,Sandra Ramos,37.1759,128.9889,T‚Äôaebaek,KR,Seoul,False,False,True,sad
3173,2015-11-20,2015-12-08,Christopher Garza,Melissa Meyers,29.98869,122.20488,Zhoushan,CN,Shanghai,False,True,True,out-of-control
3174,1989-03-22,1989-04-11,Diana Franco,Rhonda Jones,14.66,120.56528,Pilar,PH,Manila,False,True,True,insulting
3175,2008-03-30,2008-05-08,Aaron Williams,Lauren Johnson,38.55632,69.01354,Vahdat,TJ,Dushanbe,False,True,False,silent
3176,2017-02-27,2017-03-16,Lonnie Marks,Michael Webb,36.64852,51.49621,Nowshahr,IR,Tehran,False,False,True,silent
3177,2021-06-07,2021-06-11,Mr. Christopher Bauer MD,Eugene Brown,60.97944,76.92421,Izluchinsk,RU,Yekaterinburg,False,True,True,unhappy
3178,2019-09-17,2019-11-02,Lori Tucker,Charles Leonard,26.2649,81.54855,Jais,IN,Kolkata,False,True,False,evasive
3179,2004-11-28,2005-01-26,Charles Bowen,Hannah Palmer,41.09246,45.36561,Qazax,AZ,Baku,False,True,True,paranoid
3180,2016-12-05,2017-01-18,Roy Huang,Alexis Conway PhD,30.76468,74.12286,Kanganpur,PK,Karachi,False,False,True,tense
3181,2021-12-19,2022-01-03,Brandon Garner,Shawn Huang,12.95629,78.27539,Robertsonpet,IN,Kolkata,False,True,True,confessing
3182,2018-05-12,2018-05-25,Erika Williams,Andrea Watkins,30.29184,71.67164,Qadirpur Ran,PK,Karachi,False,False,True,complaining
3183,2003-04-04,2003-05-15,Samantha Fox,Victoria Rodriguez,-8.99167,125.21972,Maliana,TL,Dili,False,True,True,injured
3184,2012-02-03,2012-02-18,Jacqueline Williams,Patricia Miller,15.45144,78.14797,Betamcherla,IN,Kolkata,False,False,True,confessing
3185,1985-11-06,1985-11-24,James Murphy,Kurt Clark,9.82564,78.25795,Tiruppuvanam,IN,Kolkata,True,False,True,silent
3186,1992-01-05,1992-01-12,William Wiggins,Ashley Vaughn,45.47885,133.42825,Lesozavodsk,RU,Vladivostok,False,True,False,silent
3187,2020-01-04,2020-01-25,Carolyn Holder,Jared Reid,26.9423,68.11759,Tharu Shah,PK,Karachi,False,False,True,accusatory
3188,2016-04-04,2016-04-25,Angela Gomez,Cynthia Carr,37.1759,128.9889,T‚Äôaebaek,KR,Seoul,False,True,True,evasive
3189,2001-01-07,2001-01-08,Tammy Howard,Sarah Brown,38.40917,112.73333,Xinzhou,CN,Shanghai,False,True,True,hostile
3190,2012-01-03,2012-01-31,Collin Ramos,Rachel Martin,26.2649,81.54855,Jais,IN,Kolkata,False,True,True,hostile
3191,2005-03-15,2005-03-23,Michelle Martinez,Ronald Wong PhD,18.87813,72.93924,Uran,IN,Kolkata,False,True,False,talkative
3192,2003-08-14,2003-08-22,Patrick Webb,Marie Hernandez,43.82634,144.09638,Motomachi,JP,Tokyo,False,True,True,silent
3193,1995-05-07,1995-06-29,Jessica Miller,Jeffrey Freeman,22.37066,114.10479,Tsuen Wan,HK,Hong Kong,False,True,True,out-of-control
3194,2017-10-18,2017-11-15,Kelly Wolf,Kenneth Barrett,-7.81667,112.01667,Kediri,ID,Jakarta,False,True,True,worried
3195,2003-09-20,2003-10-17,Teresa Baker,Ryan Watkins,32.55531,76.12647,Chamba,IN,Kolkata,False,True,True,over-complimenting
3196,1993-08-02,1993-08-03,Catherine Taylor,Lauren Mccoy,12.37169,123.62494,Masbate,PH,Manila,False,True,True,sad
3197,1985-12-12,1986-02-01,Pamela Chen,Tony Bell,3.3285,99.1625,Tebingtinggi,ID,Jakarta,False,False,True,happy
3198,2020-06-04,2020-07-25,Travis Boyd,Lauren Smith,15.45144,78.14797,Betamcherla,IN,Kolkata,False,False,True,accusatory
3199,2018-11-27,2018-12-08,Jordan Woodward,Larry King,55.8736,85.4265,Yashkino,RU,Novokuznetsk,False,True,True,sad
3200,1985-05-01,1985-06-18,Devin Castaneda,Reginald Harvey,30.46907,70.96699,Kot Addu,PK,Karachi,False,True,True,tense
3201,1996-06-24,1996-07-22,Brandon Hinton,Mrs. Amy Munoz PhD,40.93333,73.0,Jalal-Abad,KG,Bishkek,False,True,True,unhappy
3202,2015-04-03,2015-04-30,Jennifer Harvey,Stephen Graham,30.29184,71.67164,Qadirpur Ran,PK,Karachi,False,True,False,sad
3203,2019-12-29,2020-01-17,Kimberly Velasquez,Mark Williams,15.58552,102.42587,Bua Yai,TH,Bangkok,False,True,True,talkative
3204,2015-08-10,2015-09-16,Jordan Kane,Brian Delacruz,32.05971,34.8732,Ganei Tikva,IL,Jerusalem,True,True,True,oblivious
3205,1987-10-26,1987-11-15,Edward Smith,Garrett Allen,19.30157,72.85107,Bhayandar,IN,Kolkata,False,True,True,complaining
3206,2004-09-06,2004-11-03,Andrea Johnson,Michelle Jarvis,11.50526,77.23826,Sathyamangalam,IN,Kolkata,False,True,True,injured
3207,2006-07-14,2006-09-01,Lee Michael,Rachel Lucas,33.37526,74.3092,Rajaori,IN,Kolkata,False,True,True,friendly
3208,1986-01-10,1986-02-18,Angela Vasquez,Jeanne Green,29.69221,72.54566,Hasilpur,PK,Karachi,False,False,True,panicking
3209,1996-07-14,1996-08-21,Melissa Bruce,Allen Baker,17.54907,82.85749,Elamanchili,IN,Kolkata,False,True,True,silent
3210,1986-12-03,1986-12-17,Mariah Soto,Charles Moran,20.88098,75.11937,Parola,IN,Kolkata,False,True,True,silent
3211,1991-04-17,1991-06-13,Brianna Carrillo,Ashley Vaughn,36.21544,65.93249,Sar-e Pul,AF,Kabul,False,True,True,fleeing
3212,1989-12-09,1989-12-23,Joanna King,Michelle Jarvis,35.815,139.6853,Shimotoda,JP,Tokyo,False,True,True,confessing
3213,1997-02-24,1997-04-22,Amanda Klein,Jennifer Hernandez,36.75965,137.36215,Namerikawa,JP,Tokyo,False,False,True,fleeing
3214,1987-06-27,1987-07-17,Tracy Mendez,Richard Harris,27.92333,118.53333,Pucheng,CN,Shanghai,False,True,True,fleeing
3215,2008-05-26,2008-06-02,Jason Thompson,Nicole Scott,34.86472,117.55417,Zaozhuang,CN,Shanghai,False,False,True,evasive
3216,1986-03-02,1986-03-16,Heather Simmons,Rita Johnson,32.65246,51.67462,Isfahan,IR,Tehran,False,True,False,over-complimenting
3217,1989-01-22,1989-03-21,Jay Garcia,Patrick White,26.9423,68.11759,Tharu Shah,PK,Karachi,False,True,True,out-of-control
3218,2012-03-30,2012-05-09,Carmen Taylor,Dennis Flores,-7.81667,112.01667,Kediri,ID,Jakarta,False,True,True,panicking
3219,1995-10-06,1995-11-17,Renee Mora,Sara Chavez,31.96258,73.97117,Naushahra Virkan,PK,Karachi,True,True,True,tense
3220,1986-12-22,1987-01-06,Scott Holloway,Scott Anderson Jr.,25.87498,86.59611,Saharsa,IN,Kolkata,True,True,True,over-complimenting
3221,2012-11-12,2012-12-27,Devin Dawson,Zachary Hawkins,26.76628,83.36889,Gorakhpur,IN,Kolkata,False,False,True,lonely
3222,2006-06-07,2006-07-15,Angela Patrick,Michelle Jarvis,32.05971,34.8732,Ganei Tikva,IL,Jerusalem,True,True,True,injured
3223,1994-03-22,1994-04-19,Jorge Moss,Daniel Brown,15.58552,102.42587,Bua Yai,TH,Bangkok,False,True,True,unhappy
3224,2018-09-05,2018-10-09,Miranda Russo,Elizabeth Cooper,22.83957,91.84128,Manikchari,BD,Dhaka,False,True,True,panicking
3225,1992-01-22,1992-02-12,Jeffrey Barron,Ryan Watkins,13.8196,100.04427,Nakhon Pathom,TH,Bangkok,False,True,True,happy
3226,1996-02-25,1996-03-12,Lisa Hughes,Jeffery Lee,35.06667,135.21667,Sasayama,JP,Tokyo,True,True,True,over-complimenting
3227,2005-04-12,2005-04-12,Todd Howard,Megan West,41.77583,140.73667,Hakodate,JP,Tokyo,False,True,True,fleeing
3228,2011-07-15,2011-07-20,Kelly Anderson,Jacob Salazar,17.54907,82.85749,Elamanchili,IN,Kolkata,True,False,True,complaining
3229,2009-06-08,2009-07-15,Taylor Bryant,Kimberly Mills,25.6439,77.9129,Narwar,IN,Kolkata,True,True,True,insulting
3230,1989-04-15,1989-04-22,Amanda Lucas,Garrett Cook,-1.26424,104.09701,Simpang,ID,Jakarta,False,False,True,paranoid
3231,2006-07-01,2006-07-08,Harold Humphrey,William Barton,20.88197,85.83334,Bhuban,IN,Kolkata,True,True,True,evasive
3232,1999-12-13,2000-02-02,Daniel Mcclain,Cynthia Carr,25.6439,77.9129,Narwar,IN,Kolkata,False,True,True,tense
3233,2003-03-30,2003-05-17,Barbara Davila,Jerry Collins,31.82539,72.54064,Sillanwali,PK,Karachi,False,True,True,evasive
3234,1996-08-20,1996-10-03,Mary Brown,Kurt Clark,24.28859,116.11768,Meizhou,CN,Shanghai,False,True,True,evasive
3235,2010-03-07,2010-03-10,Phillip Arias,David Simmons,32.54278,111.50861,Danjiangkou,CN,Shanghai,False,True,True,injured
3236,1987-08-01,1987-08-10,Bryan Ramirez,Julia Reynolds,35.0,136.51667,Komono,JP,Tokyo,False,True,True,happy
3237,2014-11-05,2014-12-29,Janet Davis,John Turner,15.73628,75.96976,Gajendragarh,IN,Kolkata,False,False,True,confessing
3238,1993-10-01,1993-10-04,James Anderson,Michael Webb,51.4781,57.3552,Kuvandyk,RU,Yekaterinburg,False,False,True,paranoid
3239,2014-06-26,2014-07-05,Roy Perez,Mr. Shannon Sharp,39.46667,141.95,Yamada,JP,Tokyo,False,True,True,worried
3240,1988-08-16,1988-10-10,Michael Bryan,Melissa Meyers,26.11527,86.59509,Supaul,IN,Kolkata,False,True,True,worried
3241,1986-11-29,1986-12-28,Cassandra Ryan,Patricia Edwards,45.75279,130.57211,Boli,CN,Shanghai,False,True,True,injured
3242,2001-12-08,2001-12-25,Shannon Landry,Daniel Moore,38.55632,69.01354,Vahdat,TJ,Dushanbe,False,True,True,hostile
3243,2008-08-12,2008-09-24,Christopher Flores,James Kennedy,35.82756,137.95378,Ina,JP,Tokyo,False,True,True,worried
3244,1998-11-11,1999-01-09,Deborah Kim,Shelley Bullock,34.8825,128.62667,Sinhyeon,KR,Seoul,False,True,True,worried
3245,2011-02-16,2011-03-25,Samuel Gonzalez,Annette Barrett,6.9909,79.883,Hendala,LK,Colombo,False,False,True,silent
3246,2007-06-09,2007-07-21,Amy Robbins,Isabel Webb,36.20389,127.08472,Nonsan,KR,Seoul,True,False,True,injured
3247,1993-03-20,1993-04-09,Charles Tucker,Christopher Ross,3.7278,98.6738,Labuhan Deli,ID,Jakarta,True,False,True,hostile
3248,2020-07-14,2020-09-01,Joseph Jordan,Jacqueline Maldonado,6.84019,79.87116,Dehiwala-Mount Lavinia,LK,Colombo,False,True,True,worried
3249,2017-10-20,2017-10-26,Molly Lopez,William Knight,30.76468,74.12286,Kanganpur,PK,Karachi,False,True,True,panicking
3250,2020-04-10,2020-04-17,Christina Murphy,Scott Houston,45.75279,130.57211,Boli,CN,Shanghai,False,True,True,paranoid
3251,1988-06-21,1988-07-30,Benjamin Solomon,Kristin Werner,14.62578,121.12251,Antipolo,PH,Manila,False,False,True,confessing
3252,2008-03-11,2008-04-26,Kurt Holmes,Chad Graham,17.30858,97.01124,Kyaikto,MM,Yangon,False,False,True,injured
3253,2001-07-14,2001-08-08,Gwendolyn Gill,Billy White,26.9423,68.11759,Tharu Shah,PK,Karachi,False,True,True,complaining
3254,1992-12-30,1993-02-01,Gabriela Spencer,Chad Graham,23.9028,89.11943,Kushtia,BD,Dhaka,False,True,True,confessing
3255,1985-04-23,1985-04-30,Matthew White,Jesse Boyd,27.52948,68.75915,Khairpur Mir‚Äôs,PK,Karachi,True,True,True,oblivious
3256,2014-09-15,2014-09-15,Mr. Mark Jensen,Grant Humphrey,43.41949,77.0202,Otegen Batyra,KZ,Almaty,False,True,True,out-of-control
3257,1986-10-08,1986-12-02,Stephen Flores,Samuel Jackson,35.0,136.51667,Komono,JP,Tokyo,False,False,True,fleeing
3258,2018-12-24,2019-01-28,Matthew Lee,Darrell Crawford,9.6531,124.3697,Jagna,PH,Manila,False,True,True,over-complimenting
3259,2008-10-20,2008-10-26,Angela Gentry,Jessica Joseph,15.46063,99.89166,Thap Than,TH,Bangkok,False,True,True,injured
3260,2008-04-07,2008-04-13,Charles Rios,Kevin Martin,34.5624,38.28402,Tadmur,SY,Damascus,False,True,True,lonely
3261,2019-12-19,2020-01-27,Carmen Gardner,Nathaniel Jackson,-6.91806,106.92667,Sukabumi,ID,Jakarta,False,False,True,panicking
3262,2014-01-18,2014-02-09,Ann Martinez DDS,Cynthia Moore,22.88783,84.13864,Jashpurnagar,IN,Kolkata,False,False,True,panicking
3263,2000-05-28,2000-06-06,James Benson,Kayla Klein,41.77583,140.73667,Hakodate,JP,Tokyo,False,False,True,panicking
3264,2017-05-31,2017-06-23,David Steele,Daniel Brown,26.44931,91.61356,Rangia,IN,Kolkata,True,False,True,over-complimenting
3265,1993-12-06,1994-01-16,Jennifer Dunn,Shannon Camacho,21.53889,71.57737,Gariadhar,IN,Kolkata,False,False,True,evasive
3266,2002-01-12,2002-02-15,William Miller,Terry Erickson,11.00599,77.5609,Kangayam,IN,Kolkata,False,True,True,hostile
3267,1994-08-19,1994-10-02,Michael Anderson,Jorge Novak,54.48147,53.47103,Oktyabr‚Äôskiy,RU,Yekaterinburg,False,True,True,fleeing
3268,1999-06-17,1999-08-11,Michael Brandt,Emily Stephens,4.88441,101.96857,Gua Musang,MY,Kuala Lumpur,False,False,True,happy
3269,2018-03-29,2018-04-22,Katrina Garrett,Brian Delacruz,38.45598,48.87498,Astara,AZ,Baku,False,False,True,complaining
3270,2007-03-13,2007-05-02,Stephanie Weaver,Donald Miller,-1.26753,116.82887,Balikpapan,ID,Makassar,False,False,True,paranoid
3271,2022-01-19,2022-03-15,Cameron Carter,Mark Ferguson,15.72892,120.57224,Burgos,PH,Manila,False,True,True,over-complimenting
3272,2022-05-18,2022-06-17,Thomas Mccarthy,Patricia Miller,25.92493,73.66633,Sojat,IN,Kolkata,True,True,True,over-complimenting
3273,2003-01-29,2003-02-08,Darren Stewart,David Strong,-7.54972,110.71639,Ngemplak,ID,Jakarta,False,True,True,silent
3274,2010-05-30,2010-07-28,Erin Walker,Glenn Li,36.6009,126.665,Hongseong,KR,Seoul,True,True,True,confessing
3275,1999-10-18,1999-11-19,Jason Decker,Lauren Smith,41.94175,123.50266,Hushitai,CN,Shanghai,False,True,True,talkative
3276,2015-08-16,2015-09-20,Michael Lowe,Veronica Richards,34.85,117.33333,Taozhuang,CN,Shanghai,False,True,True,friendly
3277,2012-02-05,2012-02-25,Thomas Carter,Christopher Smith,5.4709,100.24529,Batu Feringgi,MY,Kuala Lumpur,False,True,True,out-of-control
3278,2020-08-29,2020-10-22,Whitney Cook,Michael Bailey,41.27194,123.17306,Liaoyang,CN,Shanghai,False,False,True,paranoid
3279,1995-08-19,1995-08-27,Tommy House,Donald Pierce,10.12268,77.54372,Periyakulam,IN,Kolkata,False,False,True,complaining
3280,1989-08-22,1989-08-23,Evan Dixon,Zachary Hawkins,34.61667,135.6,Yao,JP,Tokyo,False,True,False,tense
3281,2011-09-23,2011-11-09,Cynthia Alexander,Jeffery Blair,4.88441,101.96857,Gua Musang,MY,Kuala Lumpur,False,True,True,lonely
3282,2008-12-04,2008-12-11,Mr. John Miles,Stacey Morris,56.11281,69.49015,Ishim,RU,Yekaterinburg,False,True,True,talkative
3283,2000-12-09,2001-01-11,Robert Singh,Nicole Hart,9.3337,122.8637,Santa Catalina,PH,Manila,False,True,True,talkative
3284,2002-09-13,2002-09-28,Darrell Warren,Rachel Barnes,5.90702,116.10146,Donggongon,MY,Kuching,False,False,False,accusatory
3285,1994-11-19,1994-12-25,Caitlin Schmitt,Garrett Cook,14.64056,104.64992,Kantharalak,TH,Bangkok,False,True,True,out-of-control
3286,1994-05-11,1994-06-21,Anthony Marsh,Emily Santana,12.37169,123.62494,Masbate,PH,Manila,False,True,True,hostile
3287,2009-01-13,2009-01-15,Kelli Petersen,Karen Nguyen,44.85278,65.50917,Kyzylorda,KZ,Qyzylorda,False,False,True,hostile
3288,1997-05-18,1997-07-15,Jasmine Gibson,Andrew Sullivan,17.54907,82.85749,Elamanchili,IN,Kolkata,False,True,True,hostile
3289,2011-06-13,2011-06-24,Christopher Allen,Tammy Lutz,6.84019,79.87116,Dehiwala-Mount Lavinia,LK,Colombo,False,True,True,tense
3290,1985-12-20,1986-02-13,Kenneth Cardenas,Stephen Graham,23.73333,114.68333,Heyuan,CN,Shanghai,False,False,True,hostile
3291,1993-02-28,1993-04-08,Mark Alexander,Edward Hernandez,33.37526,74.3092,Rajaori,IN,Kolkata,False,False,True,lonely
3292,1995-08-04,1995-09-10,Jennifer Adams,Cynthia Moore,16.0567,103.65309,Roi Et,TH,Bangkok,False,True,True,injured
3293,2017-07-17,2017-08-11,Amber Gomez,Maurice Mccarthy,16.06213,76.0586,Hungund,IN,Kolkata,False,False,True,accusatory
3294,1990-04-20,1990-05-16,Lance Ayala,Paul Rogers,3.31332,117.59152,Tarakan,ID,Makassar,False,True,True,hostile
3295,2012-12-15,2013-01-07,Christine Foster,Jennifer Hoffman,24.81757,84.63445,Rafiganj,IN,Kolkata,False,False,True,fleeing
3296,1998-02-13,1998-02-28,Rebekah Chavez,Michael Woods,35.50056,117.63083,Pingyi,CN,Shanghai,False,True,True,sad
3297,2019-01-17,2019-01-31,Sharon Durham,Wesley Horton,36.6009,126.665,Hongseong,KR,Seoul,False,False,False,complaining
3298,1987-02-17,1987-02-20,Harry Suarez,Kimberly Gibson,35.50056,117.63083,Pingyi,CN,Shanghai,False,False,True,unhappy
3299,2001-10-21,2001-11-24,Jennifer Hall,Kayla Klein,36.24624,139.07204,Fujioka,JP,Tokyo,False,True,True,tense
3300,2018-05-30,2018-07-08,Kara Rose,Casey Weber,34.8825,128.62667,Sinhyeon,KR,Seoul,False,True,True,scared
3301,1998-04-30,1998-05-12,Juan Morgan,Ashley Taylor,11.93381,79.82979,Puducherry,IN,Kolkata,False,True,True,silent
3302,1997-03-16,1997-04-06,Danielle Smith,Casey Wheeler,41.09822,120.74792,Nanpiao,CN,Shanghai,False,True,True,out-of-control
3303,2020-06-08,2020-07-30,Kathleen Wilson,Julie Nguyen,35.20889,111.73861,Changzhi,CN,Shanghai,False,True,True,paranoid
3304,2001-10-07,2001-11-15,Nicole Stevens,Samuel Jackson,12.95629,78.27539,Robertsonpet,IN,Kolkata,False,True,True,friendly
3305,1987-09-05,1987-10-06,Taylor Wood,Martin Diaz,34.75856,136.13108,Ueno-ebisumachi,JP,Tokyo,False,True,True,over-complimenting
3306,2015-04-06,2015-05-05,John Cobb,Tracy Blackwell,35.0,136.51667,Komono,JP,Tokyo,False,True,True,fleeing
3307,2022-05-06,2022-06-24,Roger Smith,James Whitehead,-1.6,103.61667,Jambi City,ID,Jakarta,False,False,True,talkative
3308,2020-01-13,2020-03-09,Rebecca Holt,Adam Montes,18.87813,72.93924,Uran,IN,Kolkata,False,True,True,unhappy
3309,2001-10-27,2001-11-22,George Cummings,Justin Whitehead,34.8825,128.62667,Sinhyeon,KR,Seoul,True,True,True,panicking
3310,2017-09-06,2017-09-12,Juan Beltran,Mr. James Hooper,10.20898,123.758,Naga,PH,Manila,False,True,True,scared
3311,2004-05-10,2004-05-24,Alexander Myers,Brandon Miller,35.30889,139.55028,Kamakura,JP,Tokyo,True,True,False,hostile
3312,2021-03-16,2021-04-26,Robin Barajas,Angel Payne,26.32293,91.00632,Barpeta,IN,Kolkata,False,False,True,hostile
3313,2015-08-06,2015-09-15,John Rowland,Emily Ruiz,3.7278,98.6738,Labuhan Deli,ID,Jakarta,False,True,True,fleeing
3314,2010-05-07,2010-06-29,Amanda Mitchell PhD,Zachary Moore,28.71271,77.656,Pilkhua,IN,Kolkata,False,False,True,injured
3315,1997-04-30,1997-06-15,Samuel Taylor,Mallory Wu,18.51957,73.85535,Pune,IN,Kolkata,False,True,True,silent
3316,1998-01-15,1998-02-15,Yvette Lewis,Patricia Hall,27.85,112.9,Xiangtan,CN,Shanghai,False,True,True,unhappy
3317,1986-08-30,1986-08-30,Paula Frey,James Kennedy,27.52948,68.75915,Khairpur Mir‚Äôs,PK,Karachi,False,True,True,over-complimenting
3318,2012-06-08,2012-06-21,Ronald Ramos,Jorge Novak,33.3213,130.94098,Hita,JP,Tokyo,False,False,True,over-complimenting
3319,1986-11-21,1986-12-15,Matthew Castro,Donald Pierce,58.23583,92.48278,Lesosibirsk,RU,Krasnoyarsk,False,False,True,out-of-control
3320,2016-10-30,2016-11-27,Cheryl Smith,Julian Anderson,25.66795,85.83636,Dalsingh Sarai,IN,Kolkata,False,False,True,out-of-control
